operator,scenario,pass,speedup,baseline_ms,candidate_ms,err_ratio,mean_abs_diff,failure_reason
parallel_linear,tokens-4/b6e85661,PASS,0.5946345955448751,0.07028700201772153,0.1182020059786737,0.0,0.0,
parallel_linear,tokens-4/c3056088,PASS,0.5307521453095789,0.4000040062237531,0.7536549965152517,0.0,0.0,
parallel_linear,tokens-8/58a1f24b,PASS,0.6126875482147576,0.11854400509037077,0.19348198838997632,0.0,0.0,
parallel_linear,tokens-8/71cb38f2,PASS,0.5760929879704699,0.21400299738161266,0.37147301190998405,0.0,0.0,
parallel_linear,tokens-4/448a5169,PASS,0.49690080471502734,1.5213919978123158,3.061761992285028,0.0,0.0,
parallel_linear,tokens-4/7757c851,PASS,0.5861135757192636,0.21012699289713055,0.3585090016713366,0.0,0.0,
parallel_linear,tokens-8/9a95c1d4,PASS,0.5421330127931583,0.39239099714905024,0.7237910031108186,0.0,0.0,
parallel_linear,tokens-8/a5043819,PASS,0.5178862032456105,0.7711600046604872,1.4890530001139268,0.0,0.0,
parallel_linear,tokens-1/8ebeb19a,PASS,0.5410494890739799,0.022801992599852383,0.04214400541968644,0.0,0.0,
parallel_linear,tokens-4/c84c4d93,PASS,0.5380151759582736,0.022984007955528796,0.04271999932825565,0.0,0.0,
parallel_linear,tokens-32/cf0e7d2d,PASS,0.5618157375780053,0.0234440085478127,0.04172899934928864,0.0,0.0,
parallel_linear,tokens-64/25a3589c,PASS,0.5616070388948046,0.023232001694850624,0.04136700590606779,0.0,0.0,
parallel_linear,tokens-16384/0a52a6f9,PASS,0.5616983073813204,0.1937729975907132,0.3449770010774955,0.0,0.0,
parallel_linear,tokens-1/4a03b0f2,PASS,0.5478399631310961,0.028645998099818826,0.052288989536464214,9.534461423754692e-05,2.3283064365386963e-10,
parallel_linear,tokens-4/211f1097,PASS,0.5316908429534624,0.02766599936876446,0.05203399632591754,0.043610990047454834,8.627193892607465e-08,
parallel_linear,tokens-16/f439e275,PASS,0.5370136894452527,0.027761998353525996,0.05169700307305902,0.08591065555810928,1.4264026049204404e-07,
parallel_linear,tokens-64/e863cd05,PASS,0.49192880645295645,0.02578100247774273,0.0524079950992018,0.0,0.0,
parallel_linear,tokens-16384/dc2a75f4,PASS,0.5456493062529292,0.7136760104913265,1.3079390046186745,0.0,0.0,
parallel_linear,tokens-1/d7145000,PASS,0.3785086155319018,0.053413998102769256,0.14111699420027435,0.0459347702562809,5.620531737804413e-07,
parallel_linear,tokens-4/fc7125c5,PASS,0.38061771484249163,0.053127005230635405,0.13958101044408977,0.1515151560306549,1.3552744348999113e-06,
parallel_linear,tokens-16/3123c54d,PASS,0.36317951432781465,0.05304999649524689,0.14607100456487387,0.15576323866844177,1.3268085012896336e-06,
parallel_linear,tokens-64/db5322f9,PASS,0.38627288070757404,0.05469199095387012,0.14158900012262166,0.15600624680519104,1.0758525377241313e-06,
parallel_linear,tokens-16384/98b08659,PASS,0.5114778193052968,2.4043580051511526,4.7008060064399615,0.0,0.0,
parallel_linear,tokens-512/a9217505,PASS,0.5649257148264482,0.022066000383347273,0.03906000347342342,0.0,0.0,
parallel_linear,tokens-1024/0756dd62,PASS,0.5824509902797435,0.022774998797103763,0.03910200030077249,0.0,0.0,
parallel_linear,tokens-1760/604de64d,PASS,0.6142304930252711,0.026734996936284006,0.04352600080892444,0.0,0.0,
